model,model_display,condition,condition_display,topic_id,frac_existing
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,survey,Survey,t123,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,survey,Survey,t124,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,survey,Survey,t125,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,survey,Survey,t126,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,survey,Survey,t127,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,survey,Survey,t128,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,survey,Survey,t129,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,survey,Survey,t130,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,survey,Survey,t131,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,survey,Survey,t132,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,survey,Survey,t133,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,survey,Survey,t134,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,survey,Survey,t135,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,survey,Survey,t136,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,survey,Survey,t137,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,survey,Survey,t138,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,survey,Survey,t139,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,survey,Survey,t140,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,survey,Survey,t141,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,survey,Survey,t142,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,survey,Survey,t143,0.000000
meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo,LLaMA 3.1-8B,survey,Survey,t144,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t001,0.200000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t002,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t003,0.200000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t004,0.400000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t005,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t006,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t007,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t008,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t009,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t010,0.400000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t011,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t012,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t013,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t014,0.200000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t015,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t016,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t017,0.400000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t018,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t019,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t020,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t021,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t022,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t023,0.800000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t024,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t025,0.200000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t026,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t027,0.200000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t028,0.400000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t029,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t030,0.200000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t031,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t032,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t033,0.400000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t034,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t035,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t036,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t037,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t038,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t039,0.200000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t040,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t041,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t042,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t043,0.400000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t044,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t045,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t046,0.200000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t047,0.200000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t048,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t049,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t050,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t051,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t052,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t053,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t054,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t055,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t056,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t057,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t058,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t059,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t060,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t061,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t062,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t063,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t064,0.200000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t065,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t066,0.200000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t067,0.400000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t068,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t069,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t070,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t071,0.200000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t072,0.400000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t073,0.600000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t074,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t075,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t076,0.200000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t077,0.400000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t078,0.200000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t079,0.200000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t080,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t081,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t082,0.200000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t083,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t084,0.400000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t085,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t086,0.200000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t087,0.200000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t088,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t089,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t090,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t091,0.400000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t092,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t093,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t094,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t095,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t096,0.200000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t097,0.600000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t098,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t099,0.200000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t100,0.400000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t101,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t102,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t103,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t104,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t105,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t106,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t107,0.200000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t108,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t109,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t110,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t111,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t112,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t113,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t114,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t115,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t116,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t117,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t118,0.200000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t119,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t120,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t121,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t122,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t123,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t124,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t125,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t126,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t127,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t128,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t129,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t130,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t131,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t132,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t133,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t134,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t135,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t136,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t137,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t138,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t139,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t140,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t141,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t142,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t143,0.000000
Qwen/Qwen2.5-14B-Instruct,Qwen 2.5-14B,privacy,Non-Disc.,t144,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t001,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t002,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t003,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t004,0.800000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t005,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t006,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t007,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t008,1.000000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t009,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t010,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t011,0.600000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t012,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t013,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t014,0.800000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t015,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t016,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t017,0.800000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t018,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t019,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t020,0.600000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t021,0.600000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t022,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t023,0.600000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t024,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t025,0.800000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t026,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t027,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t028,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t029,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t030,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t031,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t032,0.600000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t033,0.600000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t034,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t035,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t036,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t037,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t038,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t039,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t040,0.600000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t041,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t042,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t043,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t044,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t045,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t046,0.800000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t047,0.600000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t048,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t049,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t050,0.800000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t051,1.000000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t052,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t053,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t054,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t055,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t056,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t057,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t058,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t059,0.600000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t060,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t061,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t062,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t063,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t064,0.800000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t065,0.600000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t066,1.000000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t067,1.000000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t068,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t069,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t070,0.600000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t071,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t072,0.600000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t073,1.000000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t074,0.800000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t075,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t076,0.600000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t077,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t078,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t079,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t080,0.600000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t081,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t082,0.600000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t083,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t084,0.600000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t085,0.600000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t086,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t087,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t088,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t089,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t090,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t091,0.800000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t092,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t093,1.000000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t094,0.600000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t095,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t096,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t097,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t098,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t099,0.600000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t100,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t101,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t102,0.600000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t103,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t104,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t105,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t106,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t107,0.600000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t108,0.400000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t109,0.800000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t110,0.200000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t111,0.000000
claude-sonnet-4-5-20250929,Claude Sonnet,privacy,Non-Disc.,t112,0.600000
